"id","title","institution","grant_type","coinvestigators","subpanel","budget","duration"
"2011/01/B/HS2/01168","Muzyka w polskim teatrze dramatycznym do 1918 roku","Akademia im. Jana Długosza w Częstochowie, Wydział Filologiczno-Historyczny","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 2","HS2   - Kultura i twórczość kulturowa: literaturoznawstwo, bibliotekoznawstwo, językoznawstwo, kulturoznawstwo, nauki o sztuce, m.in.:","Przyznana kwota: 38 250 PLN","Czas trwania projektu: 36 miesięcy"
"2011/01/B/ST3/00506","Analiza anizotropii absorpcji promieniowania X - holograficzne obrazowanie lokalnej struktury atomowej w warunkach laboratoryjnych","Uniwersytet Jagielloński, Wydział Fizyki, Astronomii i Informatyki Stosowanej","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 5","ST3   - Fizyka fazy skondensowanej: struktura, własności elektronowe, płyny, nano-nauka, m.in.:","Przyznana kwota: 175 800 PLN","Czas trwania projektu: 18 miesięcy"
"2011/01/B/HS2/01190","""Zrujnowane"" ciała (e)migrantek, turystek i podróżniczek we współczesnej prozie polskiej (1989-2010). Analiza wątków migracji i bezdomności, melancholii i opuszczenia w literaturze pisanej przez kobiety.","Krakowska Akademia im. Andrzeja Frycza Modrzewskiego, Wydział Psychologii i Nauk Humanistycznych","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 1","HS2   - Kultura i twórczość kulturowa: literaturoznawstwo, bibliotekoznawstwo, językoznawstwo, kulturoznawstwo, nauki o sztuce, m.in.:","Przyznana kwota: 39 371 PLN","Czas trwania projektu: 18 miesięcy"
"2011/01/B/HS2/01704","Opracowanie naukowe i wydanie antologii poezji dwujęzycznych pisarzy polsko-litewskich z lat 1795-1830","Uniwersytet Jagielloński w Krakowie, Wydział Polonistyki","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 3","HS2   - Kultura i twórczość kulturowa: literaturoznawstwo, bibliotekoznawstwo, językoznawstwo, kulturoznawstwo, nauki o sztuce, m.in.:","Przyznana kwota: 39 390 PLN","Czas trwania projektu: 12 miesięcy"
"2011/01/B/HS2/01198","Algorytmy nowej demokratyzacji. Polska sztuka ery cyfrowej.","Uniwersytet im. Adama Mickiewicza, Wydział Filologii Polskiej i Klasycznej","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 11","HS2   - Kultura i twórczość kulturowa: literaturoznawstwo, bibliotekoznawstwo, językoznawstwo, kulturoznawstwo, nauki o sztuce, m.in.:","Przyznana kwota: 134 431 PLN","Czas trwania projektu: 30 miesięcy"
"2011/01/B/ST9/05437","Wysokoenergetyczne zderzenia cząstek w poblżu ekstremalnych czarnych dziur","Centrum Astronomiczne im. Mikołaja Kopernika PAN","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 4","ST9   - Astronomia i badania kosmiczne: astrofizyka, astrochemia, astrobiologia, Układ Słoneczny, układy planetarne, astronomia gwiazdowa, galaktyczna i pozagalaktyczna, badania kosmiczne, instrumenty, m.in.:","Przyznana kwota: 56 940 PLN","Czas trwania projektu: 12 miesięcy"
"2011/01/B/HS2/01293","Gry językowe - komputerowe modelowanie ewolucji języka","Uniwersytet im. Adama Mickiewicza, Wydział Neofilologii","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 1","HS2   - Kultura i twórczość kulturowa: literaturoznawstwo, bibliotekoznawstwo, językoznawstwo, kulturoznawstwo, nauki o sztuce, m.in.:","Przyznana kwota: 43 800 PLN","Czas trwania projektu: 24 miesięcy"
"2011/01/B/HS4/03397","Jednostki pomocnicze w zarządzaniu dużymi miastami","Uniwersytet Warszawski, Wydział Geografii i Studiów Regionalnych","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 3","HS4   - Jednostka, instytucje, rynki: ekonomia, finanse, zarządzanie, demografia, m.in.:","Przyznana kwota: 143 400 PLN","Czas trwania projektu: 20 miesięcy"
"2011/01/B/HS2/01298","Historia polskiego filmu dokumentalnego (1895-2011)","Uniwersytet im. Adama Mickiewicza, Wydział Filologii Polskiej i Klasycznej","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 12","HS2   - Kultura i twórczość kulturowa: literaturoznawstwo, bibliotekoznawstwo, językoznawstwo, kulturoznawstwo, nauki o sztuce, m.in.:","Przyznana kwota: 205 609 PLN","Czas trwania projektu: 30 miesięcy"
"2011/01/B/HS4/05903","Mniejszość polska w krajobrazie społeczno-politycznym Białorusi, Litwy i Łotwy","Instytut Geografii i Przestrzennego Zagospodarowania im. S. Leszczyckiego PAN","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 3","HS4   - Jednostka, instytucje, rynki: ekonomia, finanse, zarządzanie, demografia, m.in.:","Przyznana kwota: 80 500 PLN","Czas trwania projektu: 18 miesięcy"
"2011/01/B/HS2/01320","Północnowłoska wersja ""Chirurgii"" Lanfranca z Mediolanu jako przykład dydaktycznej literatury naukowej (edycja krytyczna rękopisu ital. quart. 67 ze zbiorów ""berlinki"" w Bibliotece Jagiellońskiej, studium językowe i historyczne, komentarz i glosariusz)","Uniwersytet Jagielloński, Wydział Filologiczny","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 1","HS2   - Kultura i twórczość kulturowa: literaturoznawstwo, bibliotekoznawstwo, językoznawstwo, kulturoznawstwo, nauki o sztuce, m.in.:","Przyznana kwota: 59 570 PLN","Czas trwania projektu: 36 miesięcy"
"2011/01/B/HS4/04743","Klasyfikacja europejskiej przestrzeni regionalnej w świetle koncepcji inteligentnego rozwoju - ujęcie dynamiczne","Uniwersytet Ekonomiczny we Wrocławiu, Wydział Ekonomii, Zarządzania i Turystyki","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 4","HS4   - Jednostka, instytucje, rynki: ekonomia, finanse, zarządzanie, demografia, m.in.:","Przyznana kwota: 186 400 PLN","Czas trwania projektu: 18 miesięcy"
"2011/01/B/HS2/04723","""Księga Judyty"" w oratoriach włoskich epoki baroku (1621-ok.1750)","UNIWERSYTET WARSZAWSKI, Wydział Historyczny","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 3","HS2   - Kultura i twórczość kulturowa: literaturoznawstwo, bibliotekoznawstwo, językoznawstwo, kulturoznawstwo, nauki o sztuce, m.in.:","Przyznana kwota: 40 200 PLN","Czas trwania projektu: 21 miesięcy"
"2011/01/B/HS2/01616","Wawrzyniec Korwin (1465-1527) ze Środy Śląskiej - twórczość pisarska i działalność społeczno-kultutralna renesansowego humanisty","Akademia im. Jana Długosza w Częstochowie, Wydział Filologiczno-Historyczny","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 1","HS2   - Kultura i twórczość kulturowa: literaturoznawstwo, bibliotekoznawstwo, językoznawstwo, kulturoznawstwo, nauki o sztuce, m.in.:","Przyznana kwota: 33 500 PLN","Czas trwania projektu: 36 miesięcy"
"2011/01/B/HS5/05372","Zwalczanie karteli środkami prawa administracyjnego i prawa karnego. Studium z zakresu prawa antymonopolowego i prawa karnego","Uniwersytet Warszawski, Wydział Prawa i Administracji","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 1","HS5   - Normy i władza: prawo, nauki o polityce, polityka regionalna i społeczna, m.in.:","Przyznana kwota: 64 500 PLN","Czas trwania projektu: 16 miesięcy"
"2011/01/B/HS2/01651","Muzyka filmowa jako przedmiot badań naukowych","Uniwersytet Jagielloński, Wydział Historyczny","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 1","HS2   - Kultura i twórczość kulturowa: literaturoznawstwo, bibliotekoznawstwo, językoznawstwo, kulturoznawstwo, nauki o sztuce, m.in.:","Przyznana kwota: 65 000 PLN","Czas trwania projektu: 20 miesięcy"
"2011/01/B/HS4/03233","QUO VADIS KUBA? Implikacje dla Europy i Polski","Uniwersytet Warszawski, Instytut Ameryk i Europy, Centrum Studiów Latynoamerykańskich","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 3","HS4   - Jednostka, instytucje, rynki: ekonomia, finanse, zarządzanie, demografia, m.in.:","Przyznana kwota: 120 220 PLN","Czas trwania projektu: 24 miesięcy"
"2011/01/B/HS6/04691","Postawy społeczno-religijne Polaków 1991-2011","INSTYTUT STATYSTYKI KOŚCIOŁA KATOLICKIEGO","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 5","HS6   - Człowiek i życie społeczne: psychologia, pedagogika, socjologia, m.in.:","Przyznana kwota: 116 000 PLN","Czas trwania projektu: 12 miesięcy"
"2011/01/B/HS2/01789","Tematyka polska w europejskiej twórczości muzycznej w okresie od I rozbioru do odzyskania niepodległości (1772-1918)","Uniwersytet im. Adama Mickiewicza, Wydział Historyczny","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 1","HS2   - Kultura i twórczość kulturowa: literaturoznawstwo, bibliotekoznawstwo, językoznawstwo, kulturoznawstwo, nauki o sztuce, m.in.:","Przyznana kwota: 109 200 PLN","Czas trwania projektu: 36 miesięcy"
"2011/01/B/HS4/02609","Struktura etniczno-religijna ludności współczesnej Polski","Uniwersytet Łódzki, Wydział Nauk Geograficznych","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 6","HS4   - Jednostka, instytucje, rynki: ekonomia, finanse, zarządzanie, demografia, m.in.:","Przyznana kwota: 167 000 PLN","Czas trwania projektu: 24 miesięcy"
"2011/01/B/HS2/01840","Viatoris szuka domu. Pomiędzy Wschodem i Zachodem. Cykl obrazów, wystaw, wykładów i publikacji wraz z dokumentacją i filmem artystycznym","Uniwersytet Pedagogiczny im. Komisji Edukacji Narodowej w Krakowie, Wydział Sztuki","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 3","HS2   - Kultura i twórczość kulturowa: literaturoznawstwo, bibliotekoznawstwo, językoznawstwo, kulturoznawstwo, nauki o sztuce, m.in.:","Przyznana kwota: 71 500 PLN","Czas trwania projektu: 36 miesięcy"
"2011/01/B/HS4/00508","Urlopy szkoleniowe i zwolnienie z dnia pracy, jako instrumenty wspierające podnoszenie kwalifikacji zawodowych pracowników","Instytut Pracy i Spraw Socjalnych","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 6","HS4   - Jednostka, instytucje, rynki: ekonomia, finanse, zarządzanie, demografia, m.in.:","Przyznana kwota: 298 926 PLN","Czas trwania projektu: 20 miesięcy"
"2011/01/B/HS2/02082","Edycja antologii filozoficznej Biernata z Lublina z rękopisu nr 1717 Biblioteki Naukowej PAU i PAN w Krakowie","Uniwersytet Warszawski, Wydział Polonistyki","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 1","HS2   - Kultura i twórczość kulturowa: literaturoznawstwo, bibliotekoznawstwo, językoznawstwo, kulturoznawstwo, nauki o sztuce, m.in.:","Przyznana kwota: 60 280 PLN","Czas trwania projektu: 24 miesięcy"
"2011/03/B/HS5/03473","Perspektywy nowego ładu światowego.","Akademia Finansów i Biznesu Vistula, Instytut Spraw Społecznych i Stosunków Międzynarodowych","Konkurs: OPUS 2  - ogłoszony 2011-09-15","Liczba wykonawców projektu: 10","HS5   - Normy i władza: prawo, nauki o polityce, polityka regionalna i społeczna, m.in.:","Przyznana kwota: 77 050 PLN","Czas trwania projektu: 16 miesięcy"
"2011/01/B/HS2/02092","Przypomnienie, powtórzenie, tworzenie. Problematyka tradycji i pamięci kulturowej wobec sposobów konstruowania poetyk pamięci w najnowszej polskiej poezji","Uniwersytet Jagielloński, Wydział Polonistyki","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 1","HS2   - Kultura i twórczość kulturowa: literaturoznawstwo, bibliotekoznawstwo, językoznawstwo, kulturoznawstwo, nauki o sztuce, m.in.:","Przyznana kwota: 48 740 PLN","Czas trwania projektu: 24 miesięcy"
"2011/03/B/HS1/00930","Targum Neofiti 1 do Księgi Rodzaju. Przekład i opracowanie krytyczne.","Katolicki Uniwersytet Lubelski Jana Pawła II, Wydział Teologii","Konkurs: OPUS 2  - ogłoszony 2011-09-15","Liczba wykonawców projektu: 1","HS1   - Fundamentalne pytania o naturę człowieka i otaczającej go rzeczywistości: filozofia, nauki o poznaniu, religioznawstwo, teologia, m.in.:","Przyznana kwota: 45 600 PLN","Czas trwania projektu: 15 miesięcy"
"2011/01/B/HS2/02161","Akcja uliczna - studia nad procesami wzajemnego przenoszenia elementów sfery sztuki i sfery publicznej","Akademia Sztuk Pięknych im. Jana Matejki w Krakowie, Wydział Rzeźby, Katedra Intermediów","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 1","HS2   - Kultura i twórczość kulturowa: literaturoznawstwo, bibliotekoznawstwo, językoznawstwo, kulturoznawstwo, nauki o sztuce, m.in.:","Przyznana kwota: 214 800 PLN","Czas trwania projektu: 16 miesięcy"
"2011/01/B/HS5/00965","Dyskryminacja pośrednia w prawie Unii Europejskiej: ewolucja, istota oraz relacje ze zbliżonymi koncepcjami prawnymi","Uniwersytet Mikołaja Kopernika, Wydział Politologii i Studiów Międzynarodowych","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 1","HS5   - Normy i władza: prawo, nauki o polityce, polityka regionalna i społeczna, m.in.:","Przyznana kwota: 48 460 PLN","Czas trwania projektu: 24 miesięcy"
"2011/01/B/HS2/02351","Stworzenie metody kształcenia słuchu w oparciu o percepcję różnic stroju i brzmienia podstawowych interwałów za pomocą nauki historycznych temperacji i praktyki strojenia instrumentów klawiszowych. Kształtowanie świadomej intonacji na instrumentach nie-klawiszowych i niewyposażonych w progi.","Akademia Muzyczna im. Karola Szymanowskiego w Katowicach","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 3","HS2   - Kultura i twórczość kulturowa: literaturoznawstwo, bibliotekoznawstwo, językoznawstwo, kulturoznawstwo, nauki o sztuce, m.in.:","Przyznana kwota: 373 580 PLN","Czas trwania projektu: 28 miesięcy"
"2011/01/B/HS2/03201","Slavica a bizantyjskie dziedzictwo. Multimedialny katalog zabytków piśmiennictwa staroobrzędowców zamieszkałych w Polsce jako narzędzie odtwarzania fenomenów ginących kultur","Uniwersytet Warmińsko-Mazurski w Olsztynie, Wydział Humanistyczny","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 4","HS2   - Kultura i twórczość kulturowa: literaturoznawstwo, bibliotekoznawstwo, językoznawstwo, kulturoznawstwo, nauki o sztuce, m.in.:","Przyznana kwota: 85 050 PLN","Czas trwania projektu: 24 miesięcy"
"2011/01/B/HS2/02425","Edukacja w muzeum sztuki. Wpływ współczesnych studiów muzealnych oraz teorii i metodologii historii sztuki na formy edukacji muzealnej i praktyczne modele muzeów artystycznych.","Uniwersytet im. Adama Mickiewicza, Wydział Pedagogiczno-Artystyczny w Kaliszu","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 1","HS2   - Kultura i twórczość kulturowa: literaturoznawstwo, bibliotekoznawstwo, językoznawstwo, kulturoznawstwo, nauki o sztuce, m.in.:","Przyznana kwota: 95 601 PLN","Czas trwania projektu: 33 miesięcy"
"2011/01/B/ST4/00665","ANALIZA STABILNOŚCI INTERFEJSU MOLEKUŁA-SUBSTRAT W SAMOORGANIZUJĄCYCH SIĘ MONOWARSTWACH ORGANICZNYCH POPRZEZ ZASTOSOWANIE SPEKTROMETRII MASOWOWEJ JONÓW WTÓRNYCH","Uniwersytet Jagielloński, Wydział Fizyki, Astronomii i Informatyki Stosowanej","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 5","ST4   - Chemia analityczna i fizyczna: chemia analityczna, metody teoretyczne w chemii, chemia fizyczna/fizyka chemiczna, m.in.:","Przyznana kwota: 252 000 PLN","Czas trwania projektu: 24 miesięcy"
"2011/01/B/HS2/02479","Procesy aktualizacji nazw własnych i pospolitych w obrazie zaburzeń językowych pochodzenia neurologicznego (afazja, dyspragmatyzm, zaburzenia języka w chorobach neurodegeneracyjnych)","Uniwersytet im. Adama Mickiewicza, Wydział Filologii Polskiej i Klasycznej","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 4","HS2   - Kultura i twórczość kulturowa: literaturoznawstwo, bibliotekoznawstwo, językoznawstwo, kulturoznawstwo, nauki o sztuce, m.in.:","Przyznana kwota: 214 589 PLN","Czas trwania projektu: 36 miesięcy"
"2011/01/B/NZ7/01497","Ocena działania toksycznego glifosatu i jego handlowego preparatu na modelu izolowanych wycinków przewodu pokarmowego","Szkoła Główna Gospodarstwa Wiejskiego w Warszawie, Wydział Medycyny Weterynaryjnej, Katedra Nauk Przedklinicznych","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 6","NZ7   - Zdrowie publiczne: epidemiologia, choroby cywilizacyjne i społeczne zagrożenia środowiskowe dla zdrowia ludzi i zwierząt, medyczna i weterynaryjna ochrona zdrowia publicznego, etyka, medycyna pracy, farmakoekonomika, m.in.:","Przyznana kwota: 147 550 PLN","Czas trwania projektu: 24 miesięcy"
"2011/01/B/HS2/02586","Mechanizm zniszczeń obrazów panelowych z uwzględnieniem struktury przyrostów rocznych drewna i rzeczywistych fluktuacji klimatu.","Instytut Katalizy i Fizykochemii Powierzchni im. Jerzego Habera PAN","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 3","HS2   - Kultura i twórczość kulturowa: literaturoznawstwo, bibliotekoznawstwo, językoznawstwo, kulturoznawstwo, nauki o sztuce, m.in.:","Przyznana kwota: 705 500 PLN","Czas trwania projektu: 36 miesięcy"
"2011/01/B/ST7/01877","Badanie właściwości interpolowanego DFT","Akademia Górniczo-Hutnicza im.Stanisława Staszic w Krakowie, Wydział Elektrotechniki,Automatyki,Informatyki i Inżynierii Biomedycznej, Katedra Metrologii i Elektroniki","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 4","ST7   - Inżynieria systemów i komunikacji: elektronika, komunikacja, optoelektronika, m.in.:","Przyznana kwota: 88 000 PLN","Czas trwania projektu: 12 miesięcy"
"2011/01/B/HS2/02937","Semiotyczna mapa kultury rosyjskiej: kluczowe koncepty i kategorie. Systemowe opracowanie wraz z przygotowaniem do druku monografii naukowej","Uniwersytet Papieski Jana Pawła II w Krakowie, Wydział Historii i Dziedzictwa Kulturowego","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 3","HS2   - Kultura i twórczość kulturowa: literaturoznawstwo, bibliotekoznawstwo, językoznawstwo, kulturoznawstwo, nauki o sztuce, m.in.:","Przyznana kwota: 45 250 PLN","Czas trwania projektu: 24 miesięcy"
"2012/05/B/HS4/04196","Internacjonalizacja a rozwój przedsiębiorstwa","Akademia Leona Koźmińskiego","Konkurs: OPUS 3  - ogłoszony 2012-03-15","Liczba wykonawców projektu: 8","HS4   - Jednostka, instytucje, rynki: ekonomia, finanse, zarządzanie, demografia, m.in.:","Przyznana kwota: 450 000 PLN","Czas trwania projektu: 36 miesięcy"
"2011/01/B/HS2/02992","""Dzieci Hagar"" - literackie wizerunki Romów/Sinti/Cyganów. Studia imagologiczne (na materiale literatury polskiej i rosyjskiej)","Instytut Badań Literackich PAN","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 1","HS2   - Kultura i twórczość kulturowa: literaturoznawstwo, bibliotekoznawstwo, językoznawstwo, kulturoznawstwo, nauki o sztuce, m.in.:","Przyznana kwota: 103 762 PLN","Czas trwania projektu: 36 miesięcy"
"2011/01/B/ST7/06706","Ultrasonograficzna diagnostyka osteoporozy - ocena gęstości kości gąbczastej w szyjce kości udowej poprzez wyznaczanie współczynnika tłumienia fali ultradźwiękowej w dziedzinie częstotliwości.","Instytut Podstawowych Problemów Techniki PAN","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 7","ST7   - Inżynieria systemów i komunikacji: elektronika, komunikacja, optoelektronika, m.in.:","Przyznana kwota: 159 900 PLN","Czas trwania projektu: 24 miesięcy"
"2011/03/B/HS1/00476","Wspólnoty wyspowe XX wieku - modelowy przypadek Spinalongi (1903-1957)","Collegium Civitas","Konkurs: OPUS 2  - ogłoszony 2011-09-15","Liczba wykonawców projektu: 1","HS1   - Fundamentalne pytania o naturę człowieka i otaczającej go rzeczywistości: filozofia, nauki o poznaniu, religioznawstwo, teologia, m.in.:","Przyznana kwota: 67 115 PLN","Czas trwania projektu: 13 miesięcy"
"2011/01/B/HS2/03280","Epikurejska idea szczęścia w literaturze polskiej renesansu i baroku. Od Kallimacha do Potockiego","Instytut Badań Literackich PAN","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 1","HS2   - Kultura i twórczość kulturowa: literaturoznawstwo, bibliotekoznawstwo, językoznawstwo, kulturoznawstwo, nauki o sztuce, m.in.:","Przyznana kwota: 38 080 PLN","Czas trwania projektu: 24 miesięcy"
"2011/01/B/ST6/06986","Metody kolektywnej inteligencji obliczeniowej i ich wybrane zastosowania","Akademia Morska w Gdyni, Wydział Przedsiębiorczości i Towaroznawstwa","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 2","ST6   - Informatyka i technologie informacyjne: technologie i systemy informacyjne, informatyka, obliczenia naukowe, systemy inteligentne, m.in.:","Przyznana kwota: 98 800 PLN","Czas trwania projektu: 24 miesięcy"
"2011/01/B/HS2/03285","Maria Dąbrowska - Stanisław Stempowski. Listy 1924-1952","Instytut Badań Literackich PAN","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 1","HS2   - Kultura i twórczość kulturowa: literaturoznawstwo, bibliotekoznawstwo, językoznawstwo, kulturoznawstwo, nauki o sztuce, m.in.:","Przyznana kwota: 56 250 PLN","Czas trwania projektu: 36 miesięcy"
"2011/03/B/ST2/03694","Wyznaczenie wpływu emisji mezonów \phi na kształt widma mezonów K- ze zderzeń Al+Al przy energii 1,9A GeV","Uniwersytet Warszawski, Wydział Fizyki","Konkurs: OPUS 2  - ogłoszony 2011-09-15","Liczba wykonawców projektu: 2","ST2   - Podstawowe składniki materii: fizyka cząstek elementarnych, jądrowa, plazmy, atomowa, molekularna, gazów i optyczna, m.in.:","Przyznana kwota: 47 268 PLN","Czas trwania projektu: 12 miesięcy"
"2011/01/B/HS2/03292","Modernistyczne modele przeładu literackiego","Instytut Badań Literackich PAN","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 1","HS2   - Kultura i twórczość kulturowa: literaturoznawstwo, bibliotekoznawstwo, językoznawstwo, kulturoznawstwo, nauki o sztuce, m.in.:","Przyznana kwota: 106 400 PLN","Czas trwania projektu: 36 miesięcy"
